decision_id,slot_id,action,tile_id,program,request_id,reason
D000870,N20260929-S013,wait,,,,no legal observable candidate can finish in its known window
D000871,N20260929-S014,wait,,,,no legal observable candidate can finish in its known window
D000872,N20260929-S015,wait,,,,no legal observable candidate can finish in its known window
D000873,N20260929-S016,wait,,,,no legal observable candidate can finish in its known window
D000874,N20260929-S017,wait,,,,no legal observable candidate can finish in its known window
D000875,N20260929-S018,wait,,,,no legal observable candidate can finish in its known window
D000876,N20260929-S019,wait,,,,no legal observable candidate can finish in its known window
D000877,N20260929-S020,wait,,,,no legal observable candidate can finish in its known window
D000878,N20260929-S021,wait,,,,no legal observable candidate can finish in its known window
D000879,N20260929-S022,wait,,,,no legal observable candidate can finish in its known window
D000880,N20260929-S023,wait,,,,no legal observable candidate can finish in its known window
D000881,N20260929-S024,wait,,,,no legal observable candidate can finish in its known window
D000882,N20260929-S025,wait,,,,no legal observable candidate can finish in its known window
D000883,N20260929-S026,wait,,,,no legal observable candidate can finish in its known window
D000884,N20260929-S027,wait,,,,no legal observable candidate can finish in its known window
D000885,N20260929-S028,wait,,,,no legal observable candidate can finish in its known window
D000886,N20260929-S029,wait,,,,no legal observable candidate can finish in its known window
D000887,N20260929-S030,wait,,,,no legal observable candidate can finish in its known window
D000888,N20260929-S031,wait,,,,no legal observable candidate can finish in its known window
D000889,N20260929-S032,wait,,,,no legal observable candidate can finish in its known window
D000890,N20260929-S033,wait,,,,no legal observable candidate can finish in its known window
D000891,N20260929-S034,wait,,,,no legal observable candidate can finish in its known window
D000892,N20260929-S035,wait,,,,no legal observable candidate can finish in its known window
D000893,N20260929-S036,wait,,,,no legal observable candidate can finish in its known window
D000894,N20260929-S037,wait,,,,no legal observable candidate can finish in its known window
D000895,N20260929-S038,wait,,,,no legal observable candidate can finish in its known window
D000896,N20260929-S039,wait,,,,no legal observable candidate can finish in its known window
D000897,N20260929-S040,wait,,,,no legal observable candidate can finish in its known window
D000898,N20260930-S001,wait,,,,no legal observable candidate can finish in its known window
D000899,N20260930-S002,wait,,,,no legal observable candidate can finish in its known window
D000900,N20260930-S003,wait,,,,no legal observable candidate can finish in its known window
D000901,N20260930-S004,wait,,,,no legal observable candidate can finish in its known window
D000902,N20260930-S005,wait,,,,no legal observable candidate can finish in its known window
D000903,N20260930-S006,wait,,,,no legal observable candidate can finish in its known window
D000904,N20260930-S007,wait,,,,no legal observable candidate can finish in its known window
D000905,N20260930-S008,wait,,,,no legal observable candidate can finish in its known window
D000906,N20260930-S009,wait,,,,no legal observable candidate can finish in its known window
D000907,N20260930-S010,wait,,,,no legal observable candidate can finish in its known window
D000908,N20260930-S011,wait,,,,no legal observable candidate can finish in its known window
D000909,N20260930-S012,wait,,,,no legal observable candidate can finish in its known window
D000910,N20260930-S013,wait,,,,no legal observable candidate can finish in its known window
D000911,N20260930-S014,wait,,,,no legal observable candidate can finish in its known window
D000912,N20260930-S015,wait,,,,no legal observable candidate can finish in its known window
D000913,N20260930-S016,wait,,,,no legal observable candidate can finish in its known window
D000914,N20260930-S017,wait,,,,no legal observable candidate can finish in its known window
D000915,N20260930-S018,wait,,,,no legal observable candidate can finish in its known window
D000916,N20260930-S019,wait,,,,no legal observable candidate can finish in its known window
D000917,N20260930-S020,wait,,,,no legal observable candidate can finish in its known window
D000918,N20260930-S021,wait,,,,no legal observable candidate can finish in its known window
D000919,N20260930-S022,wait,,,,no legal observable candidate can finish in its known window
D000920,N20260930-S023,wait,,,,no legal observable candidate can finish in its known window
D000921,N20260930-S024,wait,,,,no legal observable candidate can finish in its known window
D000922,N20260930-S025,wait,,,,no legal observable candidate can finish in its known window
D000923,N20260930-S026,wait,,,,no legal observable candidate can finish in its known window
D000924,N20260930-S027,wait,,,,no legal observable candidate can finish in its known window
D000925,N20260930-S028,wait,,,,no legal observable candidate can finish in its known window
D000926,N20260930-S029,wait,,,,no legal observable candidate can finish in its known window
D000927,N20260930-S030,wait,,,,no legal observable candidate can finish in its known window
D000928,N20260930-S031,wait,,,,no legal observable candidate can finish in its known window
D000929,N20260930-S032,wait,,,,no legal observable candidate can finish in its known window
D000930,N20260930-S033,wait,,,,no legal observable candidate can finish in its known window
D000931,N20260930-S034,wait,,,,no legal observable candidate can finish in its known window
D000932,N20260930-S035,wait,,,,no legal observable candidate can finish in its known window
D000933,N20260930-S036,wait,,,,no legal observable candidate can finish in its known window
D000934,N20260930-S037,wait,,,,no legal observable candidate can finish in its known window
D000935,N20260930-S038,wait,,,,no legal observable candidate can finish in its known window
D000936,N20260930-S039,wait,,,,no legal observable candidate can finish in its known window
D000937,N20260930-S040,wait,,,,no legal observable candidate can finish in its known window
D000938,N20261001-S001,wait,,,,no legal observable candidate can finish in its known window
D000939,N20261001-S002,wait,,,,no legal observable candidate can finish in its known window
D000940,N20261001-S003,wait,,,,no legal observable candidate can finish in its known window
D000941,N20261001-S004,wait,,,,no legal observable candidate can finish in its known window
D000942,N20261001-S005,wait,,,,no legal observable candidate can finish in its known window
D000943,N20261001-S006,wait,,,,no legal observable candidate can finish in its known window
D000944,N20261001-S007,wait,,,,no legal observable candidate can finish in its known window
D000945,N20261001-S008,wait,,,,no legal observable candidate can finish in its known window
D000946,N20261001-S009,wait,,,,no legal observable candidate can finish in its known window
D000947,N20261001-S010,wait,,,,no legal observable candidate can finish in its known window
D000948,N20261001-S011,wait,,,,no legal observable candidate can finish in its known window
D000949,N20261001-S012,wait,,,,no legal observable candidate can finish in its known window
D000950,N20261001-S013,wait,,,,no legal observable candidate can finish in its known window
D000951,N20261001-S014,wait,,,,no legal observable candidate can finish in its known window
D000952,N20261001-S015,wait,,,,no legal observable candidate can finish in its known window
D000953,N20261001-S016,wait,,,,no legal observable candidate can finish in its known window
D000954,N20261001-S017,wait,,,,no legal observable candidate can finish in its known window
D000955,N20261001-S018,wait,,,,no legal observable candidate can finish in its known window
D000956,N20261001-S019,wait,,,,no legal observable candidate can finish in its known window
D000957,N20261001-S020,wait,,,,no legal observable candidate can finish in its known window
D000958,N20261001-S021,wait,,,,no legal observable candidate can finish in its known window
D000959,N20261001-S022,wait,,,,no legal observable candidate can finish in its known window
D000960,N20261001-S023,wait,,,,no legal observable candidate can finish in its known window
D000961,N20261001-S024,wait,,,,no legal observable candidate can finish in its known window
D000962,N20261001-S025,wait,,,,no legal observable candidate can finish in its known window
D000963,N20261001-S026,wait,,,,no legal observable candidate can finish in its known window
D000964,N20261001-S027,wait,,,,no legal observable candidate can finish in its known window
D000965,N20261001-S028,wait,,,,no legal observable candidate can finish in its known window
D000966,N20261001-S029,wait,,,,no legal observable candidate can finish in its known window
D000967,N20261001-S030,wait,,,,no legal observable candidate can finish in its known window
D000968,N20261001-S031,wait,,,,no legal observable candidate can finish in its known window
D000969,N20261001-S032,wait,,,,no legal observable candidate can finish in its known window
D000970,N20261001-S033,wait,,,,no legal observable candidate can finish in its known window
D000971,N20261001-S034,wait,,,,no legal observable candidate can finish in its known window
D000972,N20261001-S035,wait,,,,no legal observable candidate can finish in its known window
D000973,N20261001-S036,wait,,,,no legal observable candidate can finish in its known window
D000974,N20261001-S037,wait,,,,no legal observable candidate can finish in its known window
D000975,N20261001-S038,wait,,,,no legal observable candidate can finish in its known window
D000976,N20261001-S039,wait,,,,no legal observable candidate can finish in its known window
D000977,N20261001-S040,wait,,,,no legal observable candidate can finish in its known window
D000978,N20261002-S001,wait,,,,no legal observable candidate can finish in its known window
D000979,N20261002-S002,wait,,,,no legal observable candidate can finish in its known window
D000980,N20261002-S003,wait,,,,no legal observable candidate can finish in its known window
D000981,N20261002-S004,wait,,,,no legal observable candidate can finish in its known window
D000982,N20261002-S005,wait,,,,no legal observable candidate can finish in its known window
D000983,N20261002-S006,wait,,,,no legal observable candidate can finish in its known window
D000984,N20261002-S007,wait,,,,no legal observable candidate can finish in its known window
D000985,N20261002-S008,wait,,,,no legal observable candidate can finish in its known window
D000986,N20261002-S009,wait,,,,no legal observable candidate can finish in its known window
D000987,N20261002-S010,wait,,,,no legal observable candidate can finish in its known window
D000988,N20261002-S011,wait,,,,no legal observable candidate can finish in its known window
D000989,N20261002-S012,wait,,,,no legal observable candidate can finish in its known window
D000990,N20261002-S013,wait,,,,no legal observable candidate can finish in its known window
D000991,N20261002-S014,wait,,,,no legal observable candidate can finish in its known window
D000992,N20261002-S015,wait,,,,no legal observable candidate can finish in its known window
D000993,N20261002-S016,wait,,,,no legal observable candidate can finish in its known window
D000994,N20261002-S017,wait,,,,no legal observable candidate can finish in its known window
D000995,N20261002-S018,wait,,,,no legal observable candidate can finish in its known window
D000996,N20261002-S019,wait,,,,no legal observable candidate can finish in its known window
D000997,N20261002-S020,wait,,,,no legal observable candidate can finish in its known window
D000998,N20261002-S021,wait,,,,no legal observable candidate can finish in its known window
D000999,N20261002-S022,wait,,,,no legal observable candidate can finish in its known window
D001000,N20261002-S023,wait,,,,no legal observable candidate can finish in its known window
D001001,N20261002-S024,wait,,,,no legal observable candidate can finish in its known window
D001002,N20261002-S025,wait,,,,no legal observable candidate can finish in its known window
D001003,N20261002-S026,wait,,,,no legal observable candidate can finish in its known window
D001004,N20261002-S027,wait,,,,no legal observable candidate can finish in its known window
D001005,N20261002-S028,wait,,,,no legal observable candidate can finish in its known window
D001006,N20261002-S029,wait,,,,no legal observable candidate can finish in its known window
D001007,N20261002-S030,wait,,,,no legal observable candidate can finish in its known window
D001008,N20261002-S031,wait,,,,no legal observable candidate can finish in its known window
D001009,N20261002-S032,wait,,,,no legal observable candidate can finish in its known window
D001010,N20261002-S033,wait,,,,no legal observable candidate can finish in its known window
D001011,N20261002-S034,wait,,,,no legal observable candidate can finish in its known window
D001012,N20261002-S035,wait,,,,no legal observable candidate can finish in its known window
D001013,N20261002-S036,wait,,,,no legal observable candidate can finish in its known window
D001014,N20261002-S037,wait,,,,no legal observable candidate can finish in its known window
D001015,N20261002-S038,wait,,,,no legal observable candidate can finish in its known window
D001016,N20261002-S039,wait,,,,no legal observable candidate can finish in its known window
D001017,N20261002-S040,wait,,,,no legal observable candidate can finish in its known window
D001018,N20261003-S001,wait,,,,no legal observable candidate can finish in its known window
D001019,N20261003-S002,wait,,,,no legal observable candidate can finish in its known window
D001020,N20261003-S003,wait,,,,no legal observable candidate can finish in its known window
D001021,N20261003-S004,wait,,,,no legal observable candidate can finish in its known window
D001022,N20261003-S005,wait,,,,no legal observable candidate can finish in its known window
D001023,N20261003-S006,wait,,,,no legal observable candidate can finish in its known window
D001024,N20261003-S007,wait,,,,no legal observable candidate can finish in its known window
D001025,N20261003-S008,wait,,,,no legal observable candidate can finish in its known window
D001026,N20261003-S009,wait,,,,no legal observable candidate can finish in its known window
D001027,N20261003-S010,wait,,,,no legal observable candidate can finish in its known window
D001028,N20261003-S011,wait,,,,no legal observable candidate can finish in its known window
D001029,N20261003-S012,wait,,,,no legal observable candidate can finish in its known window
D001030,N20261003-S013,wait,,,,no legal observable candidate can finish in its known window
D001031,N20261003-S014,wait,,,,no legal observable candidate can finish in its known window
D001032,N20261003-S015,wait,,,,no legal observable candidate can finish in its known window
D001033,N20261003-S016,wait,,,,no legal observable candidate can finish in its known window
D001034,N20261003-S017,wait,,,,no legal observable candidate can finish in its known window
D001035,N20261003-S018,wait,,,,no legal observable candidate can finish in its known window
D001036,N20261003-S019,wait,,,,no legal observable candidate can finish in its known window
D001037,N20261003-S020,wait,,,,no legal observable candidate can finish in its known window
D001038,N20261003-S021,wait,,,,no legal observable candidate can finish in its known window
D001039,N20261003-S022,wait,,,,no legal observable candidate can finish in its known window
D001040,N20261003-S023,wait,,,,no legal observable candidate can finish in its known window
D001041,N20261003-S024,wait,,,,no legal observable candidate can finish in its known window
D001042,N20261003-S025,wait,,,,no legal observable candidate can finish in its known window
D001043,N20261003-S026,wait,,,,no legal observable candidate can finish in its known window
D001044,N20261003-S027,wait,,,,no legal observable candidate can finish in its known window
D001045,N20261003-S028,wait,,,,no legal observable candidate can finish in its known window
D001046,N20261003-S029,wait,,,,no legal observable candidate can finish in its known window
D001047,N20261003-S030,wait,,,,no legal observable candidate can finish in its known window
D001048,N20261003-S031,wait,,,,no legal observable candidate can finish in its known window
D001049,N20261003-S032,wait,,,,no legal observable candidate can finish in its known window
D001050,N20261003-S033,wait,,,,no legal observable candidate can finish in its known window
D001051,N20261003-S034,wait,,,,no legal observable candidate can finish in its known window
D001052,N20261003-S035,wait,,,,no legal observable candidate can finish in its known window
D001053,N20261003-S036,wait,,,,no legal observable candidate can finish in its known window
D001054,N20261003-S037,wait,,,,no legal observable candidate can finish in its known window
D001055,N20261003-S038,wait,,,,no legal observable candidate can finish in its known window
D001056,N20261003-S039,wait,,,,no legal observable candidate can finish in its known window
D001057,N20261003-S040,wait,,,,no legal observable candidate can finish in its known window
D001058,N20261004-S001,wait,,,,no legal observable candidate can finish in its known window
D001059,N20261004-S002,wait,,,,no legal observable candidate can finish in its known window
D001060,N20261004-S003,wait,,,,no legal observable candidate can finish in its known window
D001061,N20261004-S004,wait,,,,no legal observable candidate can finish in its known window
D001062,N20261004-S005,wait,,,,no legal observable candidate can finish in its known window
D001063,N20261004-S006,wait,,,,no legal observable candidate can finish in its known window
D001064,N20261004-S007,wait,,,,no legal observable candidate can finish in its known window
D001065,N20261004-S008,wait,,,,no legal observable candidate can finish in its known window
D001066,N20261004-S009,wait,,,,no legal observable candidate can finish in its known window
D001067,N20261004-S010,wait,,,,no legal observable candidate can finish in its known window
D001068,N20261004-S011,wait,,,,no legal observable candidate can finish in its known window
D001069,N20261004-S012,wait,,,,no legal observable candidate can finish in its known window
D001070,N20261004-S013,wait,,,,no legal observable candidate can finish in its known window
D001071,N20261004-S014,wait,,,,no legal observable candidate can finish in its known window
D001072,N20261004-S015,wait,,,,no legal observable candidate can finish in its known window
D001073,N20261004-S016,wait,,,,no legal observable candidate can finish in its known window
D001074,N20261004-S017,wait,,,,no legal observable candidate can finish in its known window
D001075,N20261004-S018,wait,,,,no legal observable candidate can finish in its known window
D001076,N20261004-S019,wait,,,,no legal observable candidate can finish in its known window
D001077,N20261004-S020,wait,,,,no legal observable candidate can finish in its known window
D001078,N20261004-S021,wait,,,,no legal observable candidate can finish in its known window
D001079,N20261004-S022,wait,,,,no legal observable candidate can finish in its known window
D001080,N20261004-S023,wait,,,,no legal observable candidate can finish in its known window
D001081,N20261004-S024,wait,,,,no legal observable candidate can finish in its known window
D001082,N20261004-S025,wait,,,,no legal observable candidate can finish in its known window
D001083,N20261004-S026,wait,,,,no legal observable candidate can finish in its known window
D001084,N20261004-S027,wait,,,,no legal observable candidate can finish in its known window
D001085,N20261004-S028,wait,,,,no legal observable candidate can finish in its known window
D001086,N20261004-S029,wait,,,,no legal observable candidate can finish in its known window
D001087,N20261004-S030,wait,,,,no legal observable candidate can finish in its known window
D001088,N20261004-S031,wait,,,,no legal observable candidate can finish in its known window
D001089,N20261004-S032,wait,,,,no legal observable candidate can finish in its known window
D001090,N20261004-S033,wait,,,,no legal observable candidate can finish in its known window
D001091,N20261004-S034,wait,,,,no legal observable candidate can finish in its known window
D001092,N20261004-S035,wait,,,,no legal observable candidate can finish in its known window
D001093,N20261004-S036,wait,,,,no legal observable candidate can finish in its known window
D001094,N20261004-S037,wait,,,,no legal observable candidate can finish in its known window
D001095,N20261004-S038,wait,,,,no legal observable candidate can finish in its known window
D001096,N20261004-S039,wait,,,,no legal observable candidate can finish in its known window
D001097,N20261004-S040,wait,,,,no legal observable candidate can finish in its known window
D001098,N20261004-S041,observe,T00031,BACKUP,,highest public current-snapshot estimate
D001099,N20261004-S042,wait,,,,no legal observable candidate can finish in its known window
D001100,N20261005-S001,wait,,,,no legal observable candidate can finish in its known window
D001101,N20261005-S002,wait,,,,no legal observable candidate can finish in its known window
D001102,N20261005-S003,wait,,,,no legal observable candidate can finish in its known window
D001103,N20261005-S004,wait,,,,no legal observable candidate can finish in its known window
D001104,N20261005-S005,wait,,,,no legal observable candidate can finish in its known window
D001105,N20261005-S006,wait,,,,no legal observable candidate can finish in its known window
D001106,N20261005-S007,wait,,,,no legal observable candidate can finish in its known window
D001107,N20261005-S008,observe,T00004,BACKUP,RQ0004,highest public current-snapshot estimate
D001108,N20261005-S008,wait,,,,no legal observable candidate can finish in its known window
D001109,N20261005-S009,wait,,,,no legal observable candidate can finish in its known window
D001110,N20261005-S010,wait,,,,no legal observable candidate can finish in its known window
D001111,N20261005-S011,wait,,,,no legal observable candidate can finish in its known window
D001112,N20261005-S012,wait,,,,no legal observable candidate can finish in its known window
D001113,N20261005-S013,wait,,,,no legal observable candidate can finish in its known window
D001114,N20261005-S014,wait,,,,no legal observable candidate can finish in its known window
D001115,N20261005-S015,wait,,,,no legal observable candidate can finish in its known window
D001116,N20261005-S016,wait,,,,no legal observable candidate can finish in its known window
D001117,N20261005-S017,wait,,,,no legal observable candidate can finish in its known window
D001118,N20261005-S018,wait,,,,no legal observable candidate can finish in its known window
D001119,N20261005-S019,wait,,,,no legal observable candidate can finish in its known window
D001120,N20261005-S020,wait,,,,no legal observable candidate can finish in its known window
D001121,N20261005-S021,wait,,,,no legal observable candidate can finish in its known window
D001122,N20261005-S022,wait,,,,no legal observable candidate can finish in its known window
D001123,N20261005-S023,wait,,,,no legal observable candidate can finish in its known window
D001124,N20261005-S024,wait,,,,no legal observable candidate can finish in its known window
D001125,N20261005-S025,wait,,,,no legal observable candidate can finish in its known window
D001126,N20261005-S026,wait,,,,no legal observable candidate can finish in its known window
D001127,N20261005-S027,wait,,,,no legal observable candidate can finish in its known window
D001128,N20261005-S028,wait,,,,no legal observable candidate can finish in its known window
D001129,N20261005-S029,wait,,,,no legal observable candidate can finish in its known window
D001130,N20261005-S030,wait,,,,no legal observable candidate can finish in its known window
D001131,N20261005-S031,wait,,,,no legal observable candidate can finish in its known window
D001132,N20261005-S032,wait,,,,no legal observable candidate can finish in its known window
D001133,N20261005-S033,wait,,,,no legal observable candidate can finish in its known window
D001134,N20261005-S034,wait,,,,no legal observable candidate can finish in its known window
D001135,N20261005-S035,wait,,,,no legal observable candidate can finish in its known window
D001136,N20261005-S036,wait,,,,no legal observable candidate can finish in its known window
D001137,N20261005-S037,wait,,,,no legal observable candidate can finish in its known window
D001138,N20261005-S038,wait,,,,no legal observable candidate can finish in its known window
D001139,N20261005-S039,wait,,,,no legal observable candidate can finish in its known window
D001140,N20261005-S040,wait,,,,no legal observable candidate can finish in its known window
D001141,N20261005-S041,wait,,,,no legal observable candidate can finish in its known window
D001142,N20261005-S042,wait,,,,no legal observable candidate can finish in its known window
D001143,N20261006-S001,wait,,,,no legal observable candidate can finish in its known window
D001144,N20261006-S002,wait,,,,no legal observable candidate can finish in its known window
D001145,N20261006-S003,wait,,,,no legal observable candidate can finish in its known window
D001146,N20261006-S004,wait,,,,no legal observable candidate can finish in its known window
D001147,N20261006-S005,wait,,,,no legal observable candidate can finish in its known window
D001148,N20261006-S006,wait,,,,no legal observable candidate can finish in its known window
D001149,N20261006-S007,wait,,,,no legal observable candidate can finish in its known window
D001150,N20261006-S008,wait,,,,no legal observable candidate can finish in its known window
D001151,N20261006-S009,wait,,,,no legal observable candidate can finish in its known window
D001152,N20261006-S010,wait,,,,no legal observable candidate can finish in its known window
D001153,N20261006-S011,wait,,,,no legal observable candidate can finish in its known window
D001154,N20261006-S012,wait,,,,no legal observable candidate can finish in its known window
D001155,N20261006-S013,wait,,,,no legal observable candidate can finish in its known window
D001156,N20261006-S014,wait,,,,no legal observable candidate can finish in its known window
D001157,N20261006-S015,wait,,,,no legal observable candidate can finish in its known window
D001158,N20261006-S016,wait,,,,no legal observable candidate can finish in its known window
D001159,N20261006-S017,wait,,,,no legal observable candidate can finish in its known window
D001160,N20261006-S018,wait,,,,no legal observable candidate can finish in its known window
D001161,N20261006-S019,wait,,,,no legal observable candidate can finish in its known window
D001162,N20261006-S020,wait,,,,no legal observable candidate can finish in its known window
D001163,N20261006-S021,wait,,,,no legal observable candidate can finish in its known window
D001164,N20261006-S022,wait,,,,no legal observable candidate can finish in its known window
D001165,N20261006-S023,wait,,,,no legal observable candidate can finish in its known window
D001166,N20261006-S024,wait,,,,no legal observable candidate can finish in its known window
D001167,N20261006-S025,wait,,,,no legal observable candidate can finish in its known window
D001168,N20261006-S026,wait,,,,no legal observable candidate can finish in its known window
D001169,N20261006-S027,wait,,,,no legal observable candidate can finish in its known window
D001170,N20261006-S028,wait,,,,no legal observable candidate can finish in its known window
D001171,N20261006-S029,wait,,,,no legal observable candidate can finish in its known window
D001172,N20261006-S030,wait,,,,no legal observable candidate can finish in its known window
D001173,N20261006-S031,wait,,,,no legal observable candidate can finish in its known window
D001174,N20261006-S032,wait,,,,no legal observable candidate can finish in its known window
D001175,N20261006-S033,wait,,,,no legal observable candidate can finish in its known window
D001176,N20261006-S034,wait,,,,no legal observable candidate can finish in its known window
D001177,N20261006-S035,wait,,,,no legal observable candidate can finish in its known window
D001178,N20261006-S036,wait,,,,no legal observable candidate can finish in its known window
D001179,N20261006-S037,wait,,,,no legal observable candidate can finish in its known window
D001180,N20261006-S038,wait,,,,no legal observable candidate can finish in its known window
D001181,N20261006-S039,wait,,,,no legal observable candidate can finish in its known window
D001182,N20261006-S040,wait,,,,no legal observable candidate can finish in its known window
D001183,N20261006-S041,wait,,,,no legal observable candidate can finish in its known window
D001184,N20261006-S042,wait,,,,no legal observable candidate can finish in its known window
D001185,N20261007-S001,wait,,,,no legal observable candidate can finish in its known window
D001186,N20261007-S002,wait,,,,no legal observable candidate can finish in its known window
D001187,N20261007-S003,wait,,,,no legal observable candidate can finish in its known window
D001188,N20261007-S004,wait,,,,no legal observable candidate can finish in its known window
D001189,N20261007-S005,wait,,,,no legal observable candidate can finish in its known window
D001190,N20261007-S006,wait,,,,no legal observable candidate can finish in its known window
D001191,N20261007-S007,wait,,,,no legal observable candidate can finish in its known window
D001192,N20261007-S008,wait,,,,no legal observable candidate can finish in its known window
D001193,N20261007-S009,wait,,,,no legal observable candidate can finish in its known window
D001194,N20261007-S010,wait,,,,no legal observable candidate can finish in its known window
D001195,N20261007-S011,wait,,,,no legal observable candidate can finish in its known window
D001196,N20261007-S012,wait,,,,no legal observable candidate can finish in its known window
D001197,N20261007-S013,wait,,,,no legal observable candidate can finish in its known window
D001198,N20261007-S014,wait,,,,no legal observable candidate can finish in its known window
D001199,N20261007-S015,wait,,,,no legal observable candidate can finish in its known window
D001200,N20261007-S016,wait,,,,no legal observable candidate can finish in its known window
D001201,N20261007-S017,wait,,,,no legal observable candidate can finish in its known window
D001202,N20261007-S018,wait,,,,no legal observable candidate can finish in its known window
D001203,N20261007-S019,wait,,,,no legal observable candidate can finish in its known window
D001204,N20261007-S020,wait,,,,no legal observable candidate can finish in its known window
D001205,N20261007-S021,wait,,,,no legal observable candidate can finish in its known window
D001206,N20261007-S022,wait,,,,no legal observable candidate can finish in its known window
D001207,N20261007-S023,wait,,,,no legal observable candidate can finish in its known window
D001208,N20261007-S024,wait,,,,no legal observable candidate can finish in its known window
D001209,N20261007-S025,wait,,,,no legal observable candidate can finish in its known window
D001210,N20261007-S026,wait,,,,no legal observable candidate can finish in its known window
D001211,N20261007-S027,wait,,,,no legal observable candidate can finish in its known window
D001212,N20261007-S028,wait,,,,no legal observable candidate can finish in its known window
D001213,N20261007-S029,wait,,,,no legal observable candidate can finish in its known window
D001214,N20261007-S030,wait,,,,no legal observable candidate can finish in its known window
D001215,N20261007-S031,wait,,,,no legal observable candidate can finish in its known window
D001216,N20261007-S032,wait,,,,no legal observable candidate can finish in its known window
D001217,N20261007-S033,wait,,,,no legal observable candidate can finish in its known window
D001218,N20261007-S034,wait,,,,no legal observable candidate can finish in its known window
D001219,N20261007-S035,wait,,,,no legal observable candidate can finish in its known window
D001220,N20261007-S036,wait,,,,no legal observable candidate can finish in its known window
D001221,N20261007-S037,wait,,,,no legal observable candidate can finish in its known window
D001222,N20261007-S038,wait,,,,no legal observable candidate can finish in its known window
D001223,N20261007-S039,wait,,,,no legal observable candidate can finish in its known window
D001224,N20261007-S040,observe,T00027,BACKUP,,highest public current-snapshot estimate
D001225,N20261007-S041,wait,,,,no legal observable candidate can finish in its known window
D001226,N20261007-S042,wait,,,,no legal observable candidate can finish in its known window
D001227,N20261008-S001,wait,,,,no legal observable candidate can finish in its known window
D001228,N20261008-S002,wait,,,,no legal observable candidate can finish in its known window
D001229,N20261008-S003,wait,,,,no legal observable candidate can finish in its known window
D001230,N20261008-S004,wait,,,,no legal observable candidate can finish in its known window
D001231,N20261008-S005,wait,,,,no legal observable candidate can finish in its known window
D001232,N20261008-S006,wait,,,,no legal observable candidate can finish in its known window
D001233,N20261008-S007,wait,,,,no legal observable candidate can finish in its known window
D001234,N20261008-S008,wait,,,,no legal observable candidate can finish in its known window
D001235,N20261008-S009,wait,,,,no legal observable candidate can finish in its known window
D001236,N20261008-S010,wait,,,,no legal observable candidate can finish in its known window
D001237,N20261008-S011,wait,,,,no legal observable candidate can finish in its known window
D001238,N20261008-S012,wait,,,,no legal observable candidate can finish in its known window
D001239,N20261008-S013,wait,,,,no legal observable candidate can finish in its known window
D001240,N20261008-S014,wait,,,,no legal observable candidate can finish in its known window
D001241,N20261008-S015,wait,,,,no legal observable candidate can finish in its known window
D001242,N20261008-S016,wait,,,,no legal observable candidate can finish in its known window
D001243,N20261008-S017,wait,,,,no legal observable candidate can finish in its known window
D001244,N20261008-S018,wait,,,,no legal observable candidate can finish in its known window
D001245,N20261008-S019,wait,,,,no legal observable candidate can finish in its known window
D001246,N20261008-S020,wait,,,,no legal observable candidate can finish in its known window
D001247,N20261008-S021,wait,,,,no legal observable candidate can finish in its known window
D001248,N20261008-S022,wait,,,,no legal observable candidate can finish in its known window
D001249,N20261008-S023,wait,,,,no legal observable candidate can finish in its known window
D001250,N20261008-S024,wait,,,,no legal observable candidate can finish in its known window
D001251,N20261008-S025,wait,,,,no legal observable candidate can finish in its known window
D001252,N20261008-S026,wait,,,,no legal observable candidate can finish in its known window
D001253,N20261008-S027,wait,,,,no legal observable candidate can finish in its known window
D001254,N20261008-S028,wait,,,,no legal observable candidate can finish in its known window
D001255,N20261008-S029,wait,,,,no legal observable candidate can finish in its known window
D001256,N20261008-S030,wait,,,,no legal observable candidate can finish in its known window
D001257,N20261008-S031,wait,,,,no legal observable candidate can finish in its known window
D001258,N20261008-S032,wait,,,,no legal observable candidate can finish in its known window
D001259,N20261008-S033,wait,,,,no legal observable candidate can finish in its known window
D001260,N20261008-S034,wait,,,,no legal observable candidate can finish in its known window
D001261,N20261008-S035,wait,,,,no legal observable candidate can finish in its known window
D001262,N20261008-S036,wait,,,,no legal observable candidate can finish in its known window
D001263,N20261008-S037,wait,,,,no legal observable candidate can finish in its known window
D001264,N20261008-S038,wait,,,,no legal observable candidate can finish in its known window
D001265,N20261008-S039,wait,,,,no legal observable candidate can finish in its known window
D001266,N20261008-S040,wait,,,,no legal observable candidate can finish in its known window
D001267,N20261008-S041,wait,,,,no legal observable candidate can finish in its known window
D001268,N20261008-S042,wait,,,,no legal observable candidate can finish in its known window
D001269,N20261009-S001,wait,,,,no legal observable candidate can finish in its known window
D001270,N20261009-S002,wait,,,,no legal observable candidate can finish in its known window
D001271,N20261009-S003,wait,,,,no legal observable candidate can finish in its known window
D001272,N20261009-S004,wait,,,,no legal observable candidate can finish in its known window
D001273,N20261009-S005,wait,,,,no legal observable candidate can finish in its known window
D001274,N20261009-S006,wait,,,,no legal observable candidate can finish in its known window
D001275,N20261009-S007,wait,,,,no legal observable candidate can finish in its known window
D001276,N20261009-S008,wait,,,,no legal observable candidate can finish in its known window
D001277,N20261009-S009,wait,,,,no legal observable candidate can finish in its known window
D001278,N20261009-S010,wait,,,,no legal observable candidate can finish in its known window
D001279,N20261009-S011,wait,,,,no legal observable candidate can finish in its known window
