target_id,tile_id,target_class,feature_flux,redshift,science_weight
TG00002617,T00011,BGS,1.64652943,0.200794,0.4500
TG00002618,T00011,BGS,1.03163259,0.108922,0.4500
TG00002619,T00011,BGS,1.51937648,0.018985,0.4500
TG00002620,T00011,BGS,1.79172667,0.216450,0.4500
TG00002621,T00011,BGS,1.22967430,0.315893,0.4500
TG00002622,T00011,BGS,0.92906317,0.227807,0.4500
TG00002623,T00011,BGS,1.71318095,0.149579,0.4500
TG00002624,T00011,BGS,1.16050204,0.237380,0.4500
TG00002625,T00011,BGS,1.68428548,0.248984,0.4500
TG00002626,T00011,BGS,1.30260168,0.211830,0.4500
TG00002627,T00011,BGS,1.22423325,0.252870,0.4500
TG00002628,T00012,LRG,0.21953642,0.698409,1.0000
TG00002629,T00012,LRG,0.16711659,0.975910,1.0000
TG00002630,T00012,LRG,0.97916634,0.901326,1.0000
TG00002631,T00012,LRG,0.23764543,0.792092,1.0000
TG00002632,T00012,LRG,0.39045831,0.597022,1.0000
TG00002633,T00012,LRG,0.90081129,0.815096,1.0000
TG00002634,T00012,LRG,0.34731517,0.853371,1.0000
TG00002635,T00012,LRG,0.35869131,0.606667,1.0000
TG00002636,T00012,LRG,0.31455410,0.648907,1.0000
TG00002637,T00012,LRG,0.30881908,0.477291,1.0000
TG00002638,T00012,LRG,0.42505135,0.632004,1.0000
TG00002639,T00012,LRG,0.41584142,0.723790,1.0000
TG00002640,T00012,LRG,0.24999210,0.685580,1.0000
TG00002641,T00012,LRG,0.28761855,0.638745,1.0000
TG00002642,T00012,LRG,0.46794901,0.651650,1.0000
TG00002643,T00012,LRG,0.16832859,0.964497,1.0000
TG00002644,T00012,LRG,0.62692048,0.834044,1.0000
TG00002645,T00012,LRG,0.20512453,0.693817,1.0000
TG00002646,T00012,LRG,0.25352696,0.614124,1.0000
TG00002647,T00012,LRG,0.40851038,0.536433,1.0000
TG00002648,T00012,LRG,0.32917093,0.488066,1.0000
TG00002649,T00012,LRG,0.66386930,0.690071,1.0000
TG00002650,T00012,LRG,0.26688081,0.231299,1.0000
TG00002651,T00012,LRG,0.26944484,0.826865,1.0000
TG00002652,T00012,LRG,0.13902369,0.441816,1.0000
TG00002653,T00012,LRG,0.41471867,0.847334,1.0000
TG00002654,T00012,LRG,0.33760139,0.836808,1.0000
TG00002655,T00012,LRG,0.52024216,0.736867,1.0000
TG00002656,T00012,LRG,0.61327364,0.436083,1.0000
TG00002657,T00012,LRG,0.12446640,0.808403,1.0000
TG00002658,T00012,LRG,0.51650274,0.710278,1.0000
TG00002659,T00012,LRG,0.31102661,0.736275,1.0000
TG00002660,T00012,LRG,0.32140774,0.788118,1.0000
TG00002661,T00012,LRG,0.32150817,0.678432,1.0000
TG00002662,T00012,LRG,0.40383479,0.669983,1.0000
TG00002663,T00012,LRG,0.35255720,0.585541,1.0000
TG00002664,T00012,LRG,0.25438237,0.633337,1.0000
TG00002665,T00012,LRG,0.89887950,0.962770,1.0000
TG00002666,T00012,LRG,0.53929515,0.498801,1.0000
TG00002667,T00012,LRG,0.38932221,0.738337,1.0000
TG00002668,T00012,LRG,0.37878001,0.574086,1.0000
TG00002669,T00012,LRG,0.30556527,0.345405,1.0000
TG00002670,T00012,LRG,0.26910120,0.559492,1.0000
TG00002671,T00012,LRG,0.53567730,0.834649,1.0000
TG00002672,T00012,LRG,0.37983740,0.720062,1.0000
TG00002673,T00012,LRG,0.25736880,0.735605,1.0000
TG00002674,T00012,LRG,0.35150900,0.840538,1.0000
TG00002675,T00012,LRG,0.33117841,0.703001,1.0000
TG00002676,T00012,LRG,0.46608926,0.453276,1.0000
TG00002677,T00012,LRG,0.37022582,0.841541,1.0000
TG00002678,T00012,LRG,0.38545239,0.860906,1.0000
TG00002679,T00012,LRG,0.41440206,0.575618,1.0000
TG00002680,T00012,LRG,0.36477346,0.407503,1.0000
TG00002681,T00012,LRG,0.47253711,0.884058,1.0000
TG00002682,T00012,LRG,0.31182273,0.970981,1.0000
TG00002683,T00012,LRG,0.52517378,1.057037,1.0000
TG00002684,T00012,LRG,0.39481934,0.768206,1.0000
TG00002685,T00012,LRG,0.37413193,0.887850,1.0000
TG00002686,T00012,ELG,0.59356419,0.652782,1.0000
TG00002687,T00012,ELG,0.26886858,1.376079,1.0000
TG00002688,T00012,ELG,1.67736598,0.729369,1.0000
TG00002689,T00012,ELG,0.25771015,1.143690,1.0000
TG00002690,T00012,ELG,0.63730505,1.392934,1.0000
TG00002691,T00012,ELG,0.76015083,1.181268,1.0000
TG00002692,T00012,ELG,0.33268005,1.066282,1.0000
TG00002693,T00012,ELG,0.53743895,1.503781,1.0000
TG00002694,T00012,ELG,0.37708755,0.832252,1.0000
TG00002695,T00012,ELG,0.49904174,1.251190,1.0000
TG00002696,T00012,ELG,0.51381928,0.894593,1.0000
TG00002697,T00012,ELG,0.62665930,1.493462,1.0000
TG00002698,T00012,ELG,0.42777390,0.880902,1.0000
TG00002699,T00012,ELG,0.50993463,1.059945,1.0000
TG00002700,T00012,ELG,0.48811914,1.181755,1.0000
TG00002701,T00012,ELG,0.64212536,0.902465,1.0000
TG00002702,T00012,ELG,0.57890931,0.920206,1.0000
TG00002703,T00012,ELG,0.44256128,1.264698,1.0000
TG00002704,T00012,ELG,1.35427112,1.361139,1.0000
TG00002705,T00012,ELG,0.48912265,0.846720,1.0000
TG00002706,T00012,ELG,0.81894976,1.138999,1.0000
TG00002707,T00012,ELG,0.27600023,1.500065,1.0000
TG00002708,T00012,ELG,0.26599363,1.523839,1.0000
TG00002709,T00012,ELG,1.25786196,0.781186,1.0000
TG00002710,T00012,ELG,0.75696164,1.282117,1.0000
TG00002711,T00012,ELG,0.33407069,0.935977,1.0000
TG00002712,T00012,ELG,1.08089246,0.790217,1.0000
TG00002713,T00012,ELG,0.25249910,1.366117,1.0000
TG00002714,T00012,ELG,0.89363705,0.975928,1.0000
TG00002715,T00012,ELG,0.88231710,0.599805,1.0000
TG00002716,T00012,ELG,0.44483825,1.331487,1.0000
TG00002717,T00012,ELG,0.62569943,1.302693,1.0000
TG00002718,T00012,ELG,0.63862903,0.969545,1.0000
TG00002719,T00012,ELG,0.53505329,1.183228,1.0000
TG00002720,T00012,ELG,0.86754611,1.207956,1.0000
TG00002721,T00012,ELG,0.24369495,1.303616,1.0000
TG00002722,T00012,ELG,1.53441545,0.930073,1.0000
TG00002723,T00012,ELG,0.40458549,1.279099,1.0000
TG00002724,T00012,ELG,0.76373037,0.991587,1.0000
TG00002725,T00012,ELG,0.53457041,1.223659,1.0000
TG00002726,T00012,ELG,0.53864938,1.525394,1.0000
TG00002727,T00012,ELG,0.73262289,0.993741,1.0000
TG00002728,T00012,ELG,0.36930945,1.405086,1.0000
TG00002729,T00012,ELG,0.69083280,0.877636,1.0000
TG00002730,T00012,ELG,1.07836226,1.503654,1.0000
TG00002731,T00012,ELG,0.70000516,1.004263,1.0000
TG00002732,T00012,ELG,0.55165904,1.134319,1.0000
TG00002733,T00012,ELG,0.47762020,0.862983,1.0000
TG00002734,T00012,ELG,0.55689751,1.053590,1.0000
TG00002735,T00012,ELG,1.03898536,1.032821,1.0000
TG00002736,T00012,ELG,0.26285730,1.088727,1.0000
TG00002737,T00012,ELG,0.77751200,1.378335,1.0000
TG00002738,T00012,ELG,0.45759528,1.059734,1.0000
TG00002739,T00012,ELG,0.57598627,0.984498,1.0000
TG00002740,T00012,ELG,0.44618187,1.248163,1.0000
TG00002741,T00012,ELG,0.51553546,0.806044,1.0000
TG00002742,T00012,ELG,0.73162987,1.471685,1.0000
TG00002743,T00012,ELG,1.36873922,1.194873,1.0000
TG00002744,T00012,ELG,0.42831425,1.187346,1.0000
TG00002745,T00012,ELG,0.50962774,1.899715,1.0000
TG00002746,T00012,ELG,0.89615444,1.048651,1.0000
TG00002747,T00012,ELG,0.55912700,1.396281,1.0000
TG00002748,T00012,ELG,0.31775336,1.405410,1.0000
TG00002749,T00012,ELG,0.25066746,1.088680,1.0000
TG00002750,T00012,ELG,0.43278450,1.345832,1.0000
TG00002751,T00012,ELG,0.71721426,1.297491,1.0000
TG00002752,T00012,ELG,0.51067521,0.985582,1.0000
TG00002753,T00012,ELG,1.15883868,0.869461,1.0000
TG00002754,T00012,ELG,1.30106180,1.257405,1.0000
TG00002755,T00012,ELG,0.59078622,1.140141,1.0000
TG00002756,T00012,ELG,0.69437724,0.529293,1.0000
TG00002757,T00012,ELG,0.56758860,1.231940,1.0000
TG00002758,T00012,ELG,0.59442737,0.964620,1.0000
TG00002759,T00012,ELG,0.87592610,1.819711,1.0000
TG00002760,T00012,ELG,0.37960332,0.953007,1.0000
TG00002761,T00012,ELG,0.56936563,1.199745,1.0000
TG00002762,T00012,ELG,0.34683652,1.302460,1.0000
TG00002763,T00012,ELG,0.93299110,0.715713,1.0000
TG00002764,T00012,ELG,1.06032348,1.336703,1.0000
TG00002765,T00012,ELG,0.41679272,0.643885,1.0000
TG00002766,T00012,ELG,0.42617992,1.245869,1.0000
TG00002767,T00012,ELG,0.49183577,0.961904,1.0000
TG00002768,T00012,ELG,0.31061638,1.049895,1.0000
TG00002769,T00012,ELG,0.82044902,1.007899,1.0000
TG00002770,T00012,ELG,0.55584838,1.311212,1.0000
TG00002771,T00012,ELG,0.99718283,1.034181,1.0000
TG00002772,T00012,ELG,0.65185136,1.123690,1.0000
TG00002773,T00012,ELG,0.35090922,1.482228,1.0000
TG00002774,T00012,ELG,0.35785261,1.166994,1.0000
TG00002775,T00012,ELG,0.36209669,0.934752,1.0000
TG00002776,T00012,ELG,0.61468314,1.075177,1.0000
TG00002777,T00012,ELG,0.19724941,1.003701,1.0000
TG00002778,T00012,ELG,0.39722318,1.526283,1.0000
TG00002779,T00012,ELG,0.55135197,0.787634,1.0000
TG00002780,T00012,ELG,0.47565453,1.484751,1.0000
TG00002781,T00012,ELG,0.90867622,1.089861,1.0000
TG00002782,T00012,ELG,0.27743424,0.901776,1.0000
TG00002783,T00012,ELG,0.47566006,1.262304,1.0000
TG00002784,T00012,QSO,0.10332414,2.541241,1.7000
TG00002785,T00012,QSO,0.18268353,2.283953,1.7000
TG00002786,T00012,QSO,0.13941582,2.229774,1.7000
TG00002787,T00012,QSO,0.21102575,2.185504,1.7000
TG00002788,T00012,QSO,0.37588145,1.234669,1.7000
TG00002789,T00012,QSO,0.74459956,2.585552,1.7000
TG00002790,T00012,QSO,0.13652647,2.397860,1.7000
TG00002791,T00012,QSO,0.24843036,2.045177,1.7000
TG00002792,T00012,QSO,0.14042463,3.336036,1.7000
TG00002793,T00012,QSO,0.29224470,3.460339,1.7000
TG00002794,T00012,QSO,0.35817133,1.945107,1.7000
TG00002795,T00012,QSO,0.21520617,1.863432,1.7000
TG00002796,T00012,QSO,0.26220588,1.719271,1.7000
TG00002797,T00012,QSO,0.28634581,1.408475,1.7000
TG00002798,T00012,QSO,0.26905469,3.007396,1.7000
TG00002799,T00012,BGS,1.32516501,0.164125,0.4500
TG00002800,T00012,BGS,1.73555840,0.320211,0.4500
TG00002801,T00012,BGS,1.14064091,0.118182,0.4500
TG00002802,T00012,BGS,0.97526303,0.323972,0.4500
TG00002803,T00012,BGS,2.04220438,0.109735,0.4500
TG00002804,T00012,BGS,0.90080214,0.456343,0.4500
TG00002805,T00012,BGS,1.14340667,0.286739,0.4500
TG00002806,T00012,BGS,1.17634776,0.231838,0.4500
TG00002807,T00012,BGS,2.06825227,0.358007,0.4500
TG00002808,T00012,BGS,1.43063665,0.185430,0.4500
TG00002809,T00012,BGS,1.50118639,0.193581,0.4500
TG00002810,T00012,BGS,2.14120828,0.278205,0.4500
TG00002811,T00012,BGS,1.39423167,0.218786,0.4500
TG00002812,T00012,BGS,2.14711868,0.210441,0.4500
TG00002813,T00012,BGS,1.10240105,0.380128,0.4500
TG00002814,T00012,BGS,0.92212924,0.227700,0.4500
TG00002815,T00012,BGS,1.25492335,0.271103,0.4500
TG00002816,T00012,BGS,0.60837993,0.230760,0.4500
TG00002817,T00012,BGS,1.83977615,0.244647,0.4500
TG00002818,T00012,BGS,1.31637970,0.247331,0.4500
TG00002819,T00012,BGS,1.27969547,0.314028,0.4500
TG00002820,T00012,BGS,1.81211953,0.218013,0.4500
TG00002821,T00012,BGS,1.62159229,0.159287,0.4500
TG00002822,T00012,BGS,0.59739265,0.020780,0.4500
TG00002823,T00012,BGS,1.36815662,0.202986,0.4500
TG00002824,T00012,BGS,1.07001175,0.114143,0.4500
TG00002825,T00012,BGS,1.39454578,0.314913,0.4500
TG00002826,T00012,BGS,1.50284124,0.318189,0.4500
TG00002827,T00012,BGS,2.03277941,0.314916,0.4500
TG00002828,T00012,BGS,1.35519195,0.229588,0.4500
TG00002829,T00012,BGS,1.72228093,0.383744,0.4500
TG00002830,T00012,BGS,2.13919785,0.274119,0.4500
TG00002831,T00012,BGS,1.27373112,0.311039,0.4500
TG00002832,T00012,BGS,1.05773061,0.115275,0.4500
TG00002833,T00012,BGS,1.16443758,0.292254,0.4500
TG00002834,T00012,BGS,0.65532587,0.173644,0.4500
TG00002835,T00012,BGS,1.39764285,0.075839,0.4500
TG00002836,T00012,BGS,1.23574604,0.214404,0.4500
TG00002837,T00012,BGS,1.28709775,0.209139,0.4500
TG00002838,T00012,BGS,0.61501429,0.132697,0.4500
TG00002839,T00012,BGS,0.70890020,0.197097,0.4500
TG00002840,T00012,BGS,1.41163915,0.337633,0.4500
TG00002841,T00012,BGS,1.33786515,0.378659,0.4500
TG00002842,T00012,BGS,1.03369231,0.176033,0.4500
TG00002843,T00012,BGS,1.90285189,0.441521,0.4500
TG00002844,T00012,BGS,1.75385694,0.364028,0.4500
TG00002845,T00012,BGS,1.33255458,0.263907,0.4500
TG00002846,T00012,BGS,1.18524583,0.373331,0.4500
TG00002847,T00012,BGS,0.96969350,0.243583,0.4500
TG00002848,T00012,BGS,0.96760019,0.189687,0.4500
TG00002849,T00012,BGS,0.87080729,0.252324,0.4500
TG00002850,T00012,BGS,1.53331123,0.174004,0.4500
TG00002851,T00012,BGS,0.86470337,0.206537,0.4500
TG00002852,T00012,BGS,1.42410640,0.210300,0.4500
TG00002853,T00012,BGS,1.31620388,0.268442,0.4500
TG00002854,T00012,BGS,0.76793027,0.209749,0.4500
TG00002855,T00012,BGS,1.64401796,0.191695,0.4500
TG00002856,T00012,BGS,1.22196344,0.346321,0.4500
TG00002857,T00012,BGS,1.76771622,0.242917,0.4500
TG00002858,T00012,BGS,1.58299285,0.283748,0.4500
TG00002859,T00012,BGS,1.21893672,0.260253,0.4500
TG00002860,T00012,BGS,1.37484335,0.322225,0.4500
TG00002861,T00012,BGS,0.67363206,0.051417,0.4500
TG00002862,T00012,BGS,1.18248788,0.211576,0.4500
TG00002863,T00012,BGS,1.31753107,0.332488,0.4500
TG00002864,T00012,BGS,1.38053439,0.152760,0.4500
TG00002865,T00012,BGS,1.78120667,0.220941,0.4500
TG00002866,T00012,BGS,1.53070495,0.189588,0.4500
TG00002867,T00012,BGS,1.42320845,0.253377,0.4500
TG00002868,T00012,BGS,0.83284537,0.209467,0.4500
TG00002869,T00012,BGS,1.81966337,0.329488,0.4500
TG00002870,T00012,BGS,1.45329178,0.206987,0.4500
TG00002871,T00012,BGS,1.20779540,0.229843,0.4500
TG00002872,T00012,BGS,1.53605415,0.265719,0.4500
TG00002873,T00012,BGS,1.28343660,0.187725,0.4500
TG00002874,T00012,BGS,1.08881594,0.169989,0.4500
TG00002875,T00012,BGS,1.47063827,0.211131,0.4500
TG00002876,T00012,BGS,1.85128413,0.166340,0.4500
TG00002877,T00012,BGS,0.97682322,0.165641,0.4500
TG00002878,T00012,BGS,1.05768832,0.154143,0.4500
TG00002879,T00013,LRG,1.14882554,0.646038,1.0000
TG00002880,T00013,LRG,0.32883699,0.684875,1.0000
TG00002881,T00013,LRG,0.35430848,0.436003,1.0000
TG00002882,T00013,LRG,0.32989330,1.024854,1.0000
TG00002883,T00013,LRG,0.37263368,0.807197,1.0000
TG00002884,T00013,LRG,0.28182989,0.904481,1.0000
TG00002885,T00013,LRG,0.37778135,0.830471,1.0000
TG00002886,T00013,LRG,0.45570014,1.021877,1.0000
TG00002887,T00013,LRG,0.40214786,0.639470,1.0000
TG00002888,T00013,LRG,0.24511009,1.135867,1.0000
TG00002889,T00013,LRG,0.26330053,0.589169,1.0000
TG00002890,T00013,LRG,0.22797088,0.746110,1.0000
TG00002891,T00013,LRG,0.29470896,0.625276,1.0000
TG00002892,T00013,LRG,0.46032234,0.539984,1.0000
TG00002893,T00013,LRG,0.41588188,0.677468,1.0000
TG00002894,T00013,LRG,0.56214775,0.929366,1.0000
TG00002895,T00013,LRG,0.29051539,0.653978,1.0000
TG00002896,T00013,LRG,0.25490939,0.745212,1.0000
TG00002897,T00013,LRG,0.47446754,0.578213,1.0000
TG00002898,T00013,LRG,0.48028774,0.739447,1.0000
TG00002899,T00013,LRG,0.25930986,0.825782,1.0000
TG00002900,T00013,LRG,0.32677288,0.701637,1.0000
TG00002901,T00013,LRG,0.39184736,0.566342,1.0000
TG00002902,T00013,LRG,0.25323835,0.661042,1.0000
TG00002903,T00013,LRG,0.42443703,1.133450,1.0000
TG00002904,T00013,LRG,0.45442778,0.679897,1.0000
TG00002905,T00013,LRG,0.38630478,0.641515,1.0000
TG00002906,T00013,LRG,0.46513646,0.913362,1.0000
TG00002907,T00013,LRG,0.40019089,0.651742,1.0000
TG00002908,T00013,LRG,0.74874431,0.498899,1.0000
TG00002909,T00013,LRG,0.59379244,0.838455,1.0000
TG00002910,T00013,LRG,0.15739641,0.778807,1.0000
TG00002911,T00013,LRG,0.48593641,0.851825,1.0000
TG00002912,T00013,LRG,0.17878638,0.705614,1.0000
TG00002913,T00013,LRG,0.38467109,0.621546,1.0000
TG00002914,T00013,LRG,0.81025993,0.916623,1.0000
TG00002915,T00013,LRG,0.36016577,0.790660,1.0000
TG00002916,T00013,LRG,0.27822096,1.066879,1.0000
TG00002917,T00013,LRG,0.24727483,0.794433,1.0000
TG00002918,T00013,LRG,0.90799521,0.564689,1.0000
TG00002919,T00013,LRG,0.27876896,0.620570,1.0000
TG00002920,T00013,LRG,0.39972346,0.615579,1.0000
TG00002921,T00013,LRG,0.25199335,0.680716,1.0000
TG00002922,T00013,LRG,0.24751116,0.403765,1.0000
TG00002923,T00013,LRG,0.18273165,0.808819,1.0000
TG00002924,T00013,LRG,0.25508531,0.648485,1.0000
TG00002925,T00013,LRG,0.20888064,0.758757,1.0000
TG00002926,T00013,LRG,0.13231406,0.866833,1.0000
TG00002927,T00013,LRG,0.43674499,0.544708,1.0000
TG00002928,T00013,LRG,0.24808030,0.606919,1.0000
TG00002929,T00013,LRG,0.32451339,1.079942,1.0000
TG00002930,T00013,LRG,0.45407343,0.503025,1.0000
TG00002931,T00013,LRG,0.43961374,0.860574,1.0000
TG00002932,T00013,LRG,0.40663687,0.833615,1.0000
TG00002933,T00013,LRG,0.31174940,0.519330,1.0000
TG00002934,T00013,LRG,0.32249424,0.479743,1.0000
TG00002935,T00013,LRG,0.17642437,0.666580,1.0000
TG00002936,T00013,LRG,0.28285363,0.825333,1.0000
TG00002937,T00013,LRG,0.34821585,0.642644,1.0000
TG00002938,T00013,ELG,0.57005780,0.804704,1.0000
TG00002939,T00013,ELG,0.63585175,0.681883,1.0000
TG00002940,T00013,ELG,0.37849160,2.010274,1.0000
TG00002941,T00013,ELG,0.65907327,1.076142,1.0000
TG00002942,T00013,ELG,0.66901056,1.436668,1.0000
TG00002943,T00013,ELG,0.56964351,0.514831,1.0000
TG00002944,T00013,ELG,0.51646752,1.146779,1.0000
TG00002945,T00013,ELG,0.41877767,1.063545,1.0000
TG00002946,T00013,ELG,0.45521621,1.661367,1.0000
TG00002947,T00013,ELG,0.50063228,1.096047,1.0000
TG00002948,T00013,ELG,0.35392960,1.568231,1.0000
TG00002949,T00013,ELG,0.65557481,1.175496,1.0000
TG00002950,T00013,ELG,0.41802890,1.062361,1.0000
TG00002951,T00013,ELG,0.45761478,1.073613,1.0000
TG00002952,T00013,ELG,0.42434448,0.975491,1.0000
TG00002953,T00013,ELG,0.63443697,1.602607,1.0000
TG00002954,T00013,ELG,0.47332232,0.655616,1.0000
TG00002955,T00013,ELG,0.56986908,1.254457,1.0000
TG00002956,T00013,ELG,0.71879011,1.319055,1.0000
TG00002957,T00013,ELG,0.44197828,0.801549,1.0000
TG00002958,T00013,ELG,0.36160566,1.491715,1.0000
TG00002959,T00013,ELG,0.43990587,1.136593,1.0000
TG00002960,T00013,ELG,0.30844188,1.267004,1.0000
TG00002961,T00013,ELG,0.69377076,1.421571,1.0000
TG00002962,T00013,ELG,0.26560535,1.418141,1.0000
TG00002963,T00013,ELG,0.92612889,1.156282,1.0000
TG00002964,T00013,ELG,0.40971688,0.730946,1.0000
TG00002965,T00013,ELG,0.84020267,0.956761,1.0000
TG00002966,T00013,ELG,0.66774030,1.301153,1.0000
TG00002967,T00013,ELG,0.47717497,0.872074,1.0000
TG00002968,T00013,ELG,0.74563212,0.860369,1.0000
TG00002969,T00013,ELG,0.85713168,1.171133,1.0000
TG00002970,T00013,ELG,0.81188398,1.155415,1.0000
TG00002971,T00013,ELG,0.74410048,1.276107,1.0000
TG00002972,T00013,ELG,0.65318360,1.201239,1.0000
TG00002973,T00013,ELG,0.73819340,1.356473,1.0000
TG00002974,T00013,ELG,0.89756539,1.088215,1.0000
TG00002975,T00013,ELG,0.40086475,1.364932,1.0000
TG00002976,T00013,ELG,0.77249709,0.981657,1.0000
TG00002977,T00013,ELG,0.35069520,0.883153,1.0000
TG00002978,T00013,ELG,1.23761197,1.457686,1.0000
TG00002979,T00013,ELG,0.71886622,0.625251,1.0000
TG00002980,T00013,ELG,0.59246305,0.749003,1.0000
TG00002981,T00013,ELG,1.26254174,1.202887,1.0000
TG00002982,T00013,ELG,0.55139801,1.401978,1.0000
TG00002983,T00013,ELG,0.29969611,0.752571,1.0000
TG00002984,T00013,ELG,0.76212849,0.666056,1.0000
TG00002985,T00013,ELG,0.51133595,0.953126,1.0000
TG00002986,T00013,ELG,0.52032433,0.815112,1.0000
TG00002987,T00013,ELG,0.70601139,1.704917,1.0000
TG00002988,T00013,ELG,0.43900662,0.968769,1.0000
TG00002989,T00013,ELG,0.94983357,0.881887,1.0000
TG00002990,T00013,ELG,0.39454495,1.335233,1.0000
TG00002991,T00013,ELG,1.27688659,1.336742,1.0000
TG00002992,T00013,ELG,0.33972438,0.880862,1.0000
TG00002993,T00013,ELG,0.58779693,0.610576,1.0000
TG00002994,T00013,ELG,0.80560455,1.357687,1.0000
TG00002995,T00013,ELG,0.44548714,1.320297,1.0000
TG00002996,T00013,ELG,0.70864918,0.986646,1.0000
TG00002997,T00013,ELG,0.69626997,1.091011,1.0000
TG00002998,T00013,ELG,0.40180340,0.787463,1.0000
TG00002999,T00013,ELG,0.70140986,1.542188,1.0000
TG00003000,T00013,ELG,0.46995243,1.086257,1.0000
TG00003001,T00013,ELG,0.37599502,1.085629,1.0000
TG00003002,T00013,ELG,1.11232957,1.114057,1.0000
TG00003003,T00013,ELG,0.71689601,1.869070,1.0000
TG00003004,T00013,ELG,0.60881980,1.097722,1.0000
TG00003005,T00013,ELG,0.46258865,1.109838,1.0000
TG00003006,T00013,ELG,0.38028759,0.630952,1.0000
TG00003007,T00013,ELG,0.74171365,1.123476,1.0000
TG00003008,T00013,ELG,0.81280011,0.794801,1.0000
TG00003009,T00013,ELG,0.24703498,1.313624,1.0000
TG00003010,T00013,ELG,0.90560341,1.206680,1.0000
TG00003011,T00013,ELG,0.67572865,0.831070,1.0000
TG00003012,T00013,ELG,0.75253944,1.501172,1.0000
TG00003013,T00013,ELG,0.77111779,0.888802,1.0000
TG00003014,T00013,ELG,0.46084303,0.983694,1.0000
TG00003015,T00013,ELG,1.52784264,0.992067,1.0000
TG00003016,T00013,ELG,0.48506498,1.344808,1.0000
TG00003017,T00013,ELG,0.25836597,0.832448,1.0000
TG00003018,T00013,ELG,0.42667479,1.250706,1.0000
TG00003019,T00013,ELG,0.63285017,1.034584,1.0000
TG00003020,T00013,ELG,0.23647168,1.175482,1.0000
TG00003021,T00013,ELG,0.51482912,1.543174,1.0000
TG00003022,T00013,ELG,1.26232397,1.578262,1.0000
TG00003023,T00013,ELG,0.76497711,0.281372,1.0000
TG00003024,T00013,ELG,1.17393925,1.004181,1.0000
TG00003025,T00013,ELG,0.78086718,1.099789,1.0000
TG00003026,T00013,ELG,0.38889629,1.178129,1.0000
TG00003027,T00013,ELG,0.72669087,1.172027,1.0000
TG00003028,T00013,ELG,0.47079547,1.056798,1.0000
TG00003029,T00013,ELG,0.22233799,1.111814,1.0000
TG00003030,T00013,ELG,0.57981143,1.284352,1.0000
TG00003031,T00013,ELG,0.27940943,1.048174,1.0000
TG00003032,T00013,ELG,0.60146666,1.214960,1.0000
TG00003033,T00013,ELG,0.54875096,1.345000,1.0000
TG00003034,T00013,ELG,0.63186208,0.883538,1.0000
TG00003035,T00013,ELG,0.79752801,0.753898,1.0000
TG00003036,T00013,ELG,0.45930442,0.827367,1.0000
TG00003037,T00013,ELG,0.87244438,0.656838,1.0000
TG00003038,T00013,ELG,0.52342314,0.646094,1.0000
TG00003039,T00013,ELG,0.59761994,0.946398,1.0000
TG00003040,T00013,ELG,0.52225033,1.057842,1.0000
TG00003041,T00013,ELG,0.35909960,0.978944,1.0000
TG00003042,T00013,ELG,0.79872732,0.766250,1.0000
TG00003043,T00013,ELG,0.39409439,1.387076,1.0000
TG00003044,T00013,ELG,0.54613999,1.187808,1.0000
TG00003045,T00013,ELG,0.72840431,0.983154,1.0000
TG00003046,T00013,ELG,0.34502337,1.273467,1.0000
TG00003047,T00013,QSO,0.12070268,1.572188,1.7000
TG00003048,T00013,QSO,0.27203286,1.851869,1.7000
TG00003049,T00013,QSO,0.29186498,1.648860,1.7000
TG00003050,T00013,QSO,0.09896312,2.955204,1.7000
TG00003051,T00013,QSO,0.31458603,1.645089,1.7000
TG00003052,T00013,QSO,0.24217719,1.203210,1.7000
TG00003053,T00013,QSO,0.35538591,2.120211,1.7000
TG00003054,T00013,QSO,0.18107810,2.544103,1.7000
TG00003055,T00013,QSO,0.17624691,1.687169,1.7000
TG00003056,T00013,QSO,0.24741812,2.458375,1.7000
TG00003057,T00013,QSO,0.33242476,1.529930,1.7000
TG00003058,T00013,QSO,0.16056265,2.883229,1.7000
TG00003059,T00013,BGS,0.93530927,0.117684,0.4500
TG00003060,T00013,BGS,1.31279067,0.338913,0.4500
TG00003061,T00013,BGS,1.41617119,0.426282,0.4500
TG00003062,T00013,BGS,0.99441514,0.147346,0.4500
TG00003063,T00013,BGS,0.94857783,0.253299,0.4500
TG00003064,T00013,BGS,1.11133661,0.225976,0.4500
TG00003065,T00013,BGS,1.25996797,0.201795,0.4500
TG00003066,T00013,BGS,1.92836247,0.145115,0.4500
TG00003067,T00013,BGS,1.14909278,0.107514,0.4500
TG00003068,T00013,BGS,1.17406076,0.029983,0.4500
TG00003069,T00013,BGS,1.47449749,0.339474,0.4500
TG00003070,T00013,BGS,1.40621304,0.104559,0.4500
TG00003071,T00013,BGS,1.45166081,0.247410,0.4500
TG00003072,T00013,BGS,1.06314789,0.205280,0.4500
TG00003073,T00013,BGS,1.68941851,0.215105,0.4500
TG00003074,T00013,BGS,1.86888094,0.224891,0.4500
TG00003075,T00013,BGS,1.12720338,0.068210,0.4500
TG00003076,T00013,BGS,1.38167353,0.363307,0.4500
TG00003077,T00013,BGS,0.88465850,0.285121,0.4500
TG00003078,T00013,BGS,1.17187873,0.138583,0.4500
TG00003079,T00013,BGS,0.75350899,0.259765,0.4500
TG00003080,T00013,BGS,1.76981240,0.265157,0.4500
TG00003081,T00013,BGS,1.56669489,0.298347,0.4500
