window_id,night_id,night_date,tile_id,window_start_utc,window_end_utc,window_seconds,best_time_utc,best_airmass,mean_airmass,mean_lunar_quality_factor,minimum_lunar_quality_factor,region_id,scheduling_class,nominal_exptime_seconds,available_until_utc
2026-10-07_T00009_W01,N20261007,2026-10-07,T00009,2026-10-08T07:30:00Z,2026-10-08T12:30:00Z,18000,2026-10-08T11:37:30Z,1.042953,1.243633,0.999941,0.999488,R01,REQUIRED,600,2026-10-12T12:30:00Z
2026-10-07_T00010_W01,N20261007,2026-10-07,T00010,2026-10-08T06:15:00Z,2026-10-08T12:30:00Z,22500,2026-10-08T10:52:30Z,1.000076,1.188022,0.999963,0.999602,R01,REQUIRED,450,2026-10-12T12:30:00Z
2026-10-07_T00011_W01,N20261007,2026-10-07,T00011,2026-10-08T05:30:00Z,2026-10-08T12:30:00Z,25200,2026-10-08T09:52:30Z,1.019576,1.195959,0.99998,0.999753,R01,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-07_T00012_W01,N20261007,2026-10-07,T00012,2026-10-08T08:00:00Z,2026-10-08T12:30:00Z,16200,2026-10-08T11:37:30Z,1.186473,1.365634,0.999939,0.999523,R01,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-07_T00013_W01,N20261007,2026-10-07,T00013,2026-10-08T06:15:00Z,2026-10-08T12:30:00Z,22500,2026-10-08T10:07:30Z,1.111061,1.290807,0.999976,0.999734,R01,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-07_T00014_W01,N20261007,2026-10-07,T00014,2026-10-08T06:00:00Z,2026-10-08T12:30:00Z,23400,2026-10-08T09:52:30Z,1.085285,1.25936,0.999978,0.999755,R01,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-07_T00015_W01,N20261007,2026-10-07,T00015,2026-10-08T06:45:00Z,2026-10-08T12:30:00Z,20700,2026-10-08T11:07:30Z,1.006531,1.197844,0.999956,0.999563,R01,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00016_W01,N20261007,2026-10-07,T00016,2026-10-08T06:00:00Z,2026-10-08T12:30:00Z,23400,2026-10-08T11:22:30Z,1.074721,1.280243,0.999957,0.999511,R01,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00017_W01,N20261007,2026-10-07,T00017,2026-10-08T09:15:00Z,2026-10-08T12:30:00Z,11700,2026-10-08T12:22:30Z,1.069863,1.371465,0.99979,0.998812,R02,REQUIRED,1200,2026-10-12T12:30:00Z
2026-10-07_T00018_W01,N20261007,2026-10-07,T00018,2026-10-08T10:00:00Z,2026-10-08T12:30:00Z,9000,2026-10-08T12:22:30Z,1.249826,1.518325,0.99973,0.998827,R02,REQUIRED,1200,2026-10-12T12:30:00Z
2026-10-07_T00019_W01,N20261007,2026-10-07,T00019,2026-10-08T09:45:00Z,2026-10-08T12:30:00Z,9900,2026-10-08T12:22:30Z,1.150252,1.45133,0.999724,0.998678,R02,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-07_T00020_W01,N20261007,2026-10-07,T00020,2026-10-08T08:00:00Z,2026-10-08T12:30:00Z,16200,2026-10-08T12:22:30Z,1.014247,1.294258,0.999896,0.999188,R02,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00021_W01,N20261007,2026-10-07,T00021,2026-10-08T08:15:00Z,2026-10-08T12:30:00Z,15300,2026-10-08T12:22:30Z,1.025195,1.314301,0.99988,0.999115,R02,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-07_T00022_W01,N20261007,2026-10-07,T00022,2026-10-08T09:15:00Z,2026-10-08T12:30:00Z,11700,2026-10-08T12:22:30Z,1.061944,1.346709,0.999796,0.998844,R02,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00023_W01,N20261007,2026-10-07,T00023,2026-10-08T08:30:00Z,2026-10-08T12:30:00Z,14400,2026-10-08T12:22:30Z,1.06395,1.317722,0.99989,0.999238,R02,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00024_W01,N20261007,2026-10-07,T00024,2026-10-08T09:30:00Z,2026-10-08T12:30:00Z,10800,2026-10-08T12:22:30Z,1.171301,1.460893,0.999769,0.998795,R02,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-07_T00026_W01,N20261007,2026-10-07,T00026,2026-10-08T11:30:00Z,2026-10-08T12:30:00Z,3600,2026-10-08T12:22:30Z,1.48843,1.658564,0.998489,0.997372,R03,REQUIRED,1200,2026-10-12T12:30:00Z
2026-10-07_T00029_W01,N20261007,2026-10-07,T00029,2026-10-08T11:45:00Z,2026-10-08T12:30:00Z,2700,2026-10-08T12:22:30Z,1.605622,1.737189,0.997927,0.997121,R03,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-07_T00030_W01,N20261007,2026-10-07,T00030,2026-10-08T12:00:00Z,2026-10-08T12:30:00Z,1800,2026-10-08T12:22:30Z,1.884317,1.938266,0.998863,0.998679,R03,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-07_T00032_W01,N20261007,2026-10-07,T00032,2026-10-08T11:30:00Z,2026-10-08T12:30:00Z,3600,2026-10-08T12:22:30Z,1.532512,1.705941,0.998647,0.997645,R03,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00041_W01,N20261007,2026-10-07,T00041,2026-10-08T02:00:00Z,2026-10-08T02:30:00Z,1800,2026-10-08T02:07:30Z,1.718613,1.786618,1.0,1.0,R05,REQUIRED,450,2026-10-11T12:30:00Z
2026-10-07_T00042_W01,N20261007,2026-10-07,T00042,2026-10-08T02:00:00Z,2026-10-08T03:30:00Z,5400,2026-10-08T02:07:30Z,1.363996,1.602284,1.0,1.0,R05,REQUIRED,900,2026-10-12T12:30:00Z
2026-10-07_T00043_W01,N20261007,2026-10-07,T00043,2026-10-08T02:00:00Z,2026-10-08T05:00:00Z,10800,2026-10-08T02:07:30Z,1.131009,1.452716,1.0,1.0,R05,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-07_T00044_W01,N20261007,2026-10-07,T00044,2026-10-08T02:00:00Z,2026-10-08T04:30:00Z,9000,2026-10-08T02:07:30Z,1.170137,1.48879,1.0,1.0,R05,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-07_T00045_W01,N20261007,2026-10-07,T00045,2026-10-08T02:00:00Z,2026-10-08T04:15:00Z,8100,2026-10-08T02:07:30Z,1.318883,1.599162,1.0,1.0,R05,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00046_W01,N20261007,2026-10-07,T00046,2026-10-08T02:00:00Z,2026-10-08T02:30:00Z,1800,2026-10-08T02:07:30Z,1.823855,1.908609,1.0,1.0,R05,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00047_W01,N20261007,2026-10-07,T00047,2026-10-08T02:00:00Z,2026-10-08T03:30:00Z,5400,2026-10-08T02:07:30Z,1.374591,1.605213,1.0,1.0,R05,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-07_T00048_W01,N20261007,2026-10-07,T00048,2026-10-08T02:00:00Z,2026-10-08T04:15:00Z,8100,2026-10-08T02:07:30Z,1.321505,1.578974,1.0,1.0,R05,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00049_W01,N20261007,2026-10-07,T00049,2026-10-08T02:00:00Z,2026-10-08T06:30:00Z,16200,2026-10-08T02:22:30Z,1.041123,1.27562,1.0,1.0,R06,REQUIRED,900,2026-10-11T12:30:00Z
2026-10-07_T00050_W01,N20261007,2026-10-07,T00050,2026-10-08T02:00:00Z,2026-10-08T04:30:00Z,9000,2026-10-08T02:07:30Z,1.262027,1.495245,1.0,1.0,R06,REQUIRED,600,2026-10-12T12:30:00Z
2026-10-07_T00051_W01,N20261007,2026-10-07,T00051,2026-10-08T02:00:00Z,2026-10-08T07:00:00Z,18000,2026-10-08T02:07:30Z,1.029246,1.299463,1.0,1.0,R06,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-07_T00052_W01,N20261007,2026-10-07,T00052,2026-10-08T02:00:00Z,2026-10-08T04:30:00Z,9000,2026-10-08T02:07:30Z,1.1763,1.434073,1.0,1.0,R06,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-07_T00053_W01,N20261007,2026-10-07,T00053,2026-10-08T02:00:00Z,2026-10-08T06:00:00Z,14400,2026-10-08T02:07:30Z,1.038997,1.354968,1.0,1.0,R06,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-07_T00054_W01,N20261007,2026-10-07,T00054,2026-10-08T02:00:00Z,2026-10-08T06:30:00Z,16200,2026-10-08T02:07:30Z,1.021459,1.313487,1.0,1.0,R06,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00055_W01,N20261007,2026-10-07,T00055,2026-10-08T02:00:00Z,2026-10-08T06:45:00Z,17100,2026-10-08T02:52:30Z,1.132071,1.319428,1.0,1.0,R06,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-07_T00056_W01,N20261007,2026-10-07,T00056,2026-10-08T02:00:00Z,2026-10-08T06:30:00Z,16200,2026-10-08T02:22:30Z,1.062536,1.309617,1.0,1.0,R06,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-07_T00057_W01,N20261007,2026-10-07,T00057,2026-10-08T02:00:00Z,2026-10-08T09:00:00Z,25200,2026-10-08T05:07:30Z,1.064298,1.241984,1.0,1.0,R07,REQUIRED,1350,2026-10-11T12:30:00Z
2026-10-07_T00058_W01,N20261007,2026-10-07,T00058,2026-10-08T02:00:00Z,2026-10-08T09:45:00Z,27900,2026-10-08T05:22:30Z,1.036812,1.245399,1.0,1.0,R07,REQUIRED,1200,2026-10-12T12:30:00Z
2026-10-07_T00059_W01,N20261007,2026-10-07,T00059,2026-10-08T02:00:00Z,2026-10-08T09:00:00Z,25200,2026-10-08T04:52:30Z,1.061535,1.241078,1.0,1.0,R07,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00060_W01,N20261007,2026-10-07,T00060,2026-10-08T02:00:00Z,2026-10-08T08:00:00Z,21600,2026-10-08T04:37:30Z,1.218967,1.382058,1.0,1.0,R07,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-07_T00061_W01,N20261007,2026-10-07,T00061,2026-10-08T02:00:00Z,2026-10-08T08:45:00Z,24300,2026-10-08T04:22:30Z,1.026879,1.210977,1.0,1.0,R07,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00062_W01,N20261007,2026-10-07,T00062,2026-10-08T02:00:00Z,2026-10-08T10:30:00Z,30600,2026-10-08T06:07:30Z,1.036227,1.283452,1.0,1.0,R07,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-07_T00063_W01,N20261007,2026-10-07,T00063,2026-10-08T02:00:00Z,2026-10-08T08:00:00Z,21600,2026-10-08T03:52:30Z,1.047766,1.225428,1.0,1.0,R07,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00064_W01,N20261007,2026-10-07,T00064,2026-10-08T02:00:00Z,2026-10-08T09:45:00Z,27900,2026-10-08T05:37:30Z,1.076615,1.301712,1.0,1.0,R07,FLEXIBLE,1350,2026-10-12T12:30:00Z
