window_id,night_id,night_date,tile_id,window_start_utc,window_end_utc,window_seconds,best_time_utc,best_airmass,mean_airmass,mean_lunar_quality_factor,minimum_lunar_quality_factor,region_id,scheduling_class,nominal_exptime_seconds,available_until_utc
2026-10-07_T00011_W01,N20261007,2026-10-07,T00011,2026-10-08T06:45:00Z,2026-10-08T12:30:00Z,20700,2026-10-08T11:22:30Z,1.009402,1.230332,0.999954,0.999539,R01,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00012_W01,N20261007,2026-10-07,T00012,2026-10-08T07:45:00Z,2026-10-08T12:30:00Z,17100,2026-10-08T11:37:30Z,1.124269,1.304211,0.999943,0.999531,R01,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00013_W01,N20261007,2026-10-07,T00013,2026-10-08T06:45:00Z,2026-10-08T12:30:00Z,20700,2026-10-08T11:07:30Z,1.024119,1.222974,0.999958,0.999585,R01,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-07_T00014_W01,N20261007,2026-10-07,T00014,2026-10-08T06:15:00Z,2026-10-08T12:30:00Z,22500,2026-10-08T10:22:30Z,1.085593,1.27059,0.999974,0.999715,R01,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00015_W01,N20261007,2026-10-07,T00015,2026-10-08T08:45:00Z,2026-10-08T12:30:00Z,13500,2026-10-08T12:07:30Z,1.231596,1.41972,0.999908,0.999398,R01,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00016_W01,N20261007,2026-10-07,T00016,2026-10-08T07:15:00Z,2026-10-08T12:30:00Z,18900,2026-10-08T10:37:30Z,1.202788,1.349922,0.999965,0.999682,R01,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00017_W01,N20261007,2026-10-07,T00017,2026-10-08T09:30:00Z,2026-10-08T12:30:00Z,10800,2026-10-08T12:22:30Z,1.229499,1.519132,0.999783,0.998865,R02,REQUIRED,600,2026-10-12T12:30:00Z
2026-10-07_T00018_W01,N20261007,2026-10-07,T00018,2026-10-08T09:30:00Z,2026-10-08T12:30:00Z,10800,2026-10-08T12:22:30Z,1.089284,1.385737,0.999751,0.998702,R02,REQUIRED,1350,2026-10-12T12:30:00Z
2026-10-07_T00019_W01,N20261007,2026-10-07,T00019,2026-10-08T11:15:00Z,2026-10-08T12:30:00Z,4500,2026-10-08T12:22:30Z,1.450131,1.654897,0.999004,0.997833,R02,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00020_W01,N20261007,2026-10-07,T00020,2026-10-08T09:15:00Z,2026-10-08T12:30:00Z,11700,2026-10-08T12:22:30Z,1.207333,1.474021,0.99982,0.998981,R02,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-07_T00021_W01,N20261007,2026-10-07,T00021,2026-10-08T08:30:00Z,2026-10-08T12:30:00Z,14400,2026-10-08T12:22:30Z,1.021083,1.316772,0.999865,0.999062,R02,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-07_T00022_W01,N20261007,2026-10-07,T00022,2026-10-08T09:00:00Z,2026-10-08T12:30:00Z,12600,2026-10-08T12:22:30Z,1.082847,1.361231,0.999844,0.999052,R02,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00023_W01,N20261007,2026-10-07,T00023,2026-10-08T08:30:00Z,2026-10-08T12:30:00Z,14400,2026-10-08T12:22:30Z,1.072408,1.303232,0.999897,0.999283,R02,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-07_T00024_W01,N20261007,2026-10-07,T00024,2026-10-08T08:45:00Z,2026-10-08T12:30:00Z,13500,2026-10-08T12:22:30Z,1.121106,1.334902,0.999892,0.999294,R02,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-07_T00025_W01,N20261007,2026-10-07,T00025,2026-10-08T10:30:00Z,2026-10-08T12:30:00Z,7200,2026-10-08T12:22:30Z,1.280458,1.550922,0.999508,0.998289,R03,REQUIRED,600,2026-10-12T12:30:00Z
2026-10-07_T00027_W01,N20261007,2026-10-07,T00027,2026-10-08T11:15:00Z,2026-10-08T12:30:00Z,4500,2026-10-08T12:22:30Z,1.491816,1.716176,0.998977,0.997775,R03,REQUIRED,1350,2026-10-12T12:30:00Z
2026-10-07_T00030_W01,N20261007,2026-10-07,T00030,2026-10-08T10:15:00Z,2026-10-08T12:30:00Z,8100,2026-10-08T12:22:30Z,1.329749,1.603545,0.999655,0.99865,R03,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00031_W01,N20261007,2026-10-07,T00031,2026-10-08T11:45:00Z,2026-10-08T12:30:00Z,2700,2026-10-08T12:22:30Z,1.60297,1.732509,0.99794,0.997139,R03,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-07_T00041_W01,N20261007,2026-10-07,T00041,2026-10-08T02:00:00Z,2026-10-08T05:15:00Z,11700,2026-10-08T02:07:30Z,1.235511,1.516095,1.0,1.0,R05,REQUIRED,450,2026-10-11T12:30:00Z
2026-10-07_T00042_W01,N20261007,2026-10-07,T00042,2026-10-08T02:00:00Z,2026-10-08T03:00:00Z,3600,2026-10-08T02:07:30Z,1.52609,1.710003,1.0,1.0,R05,REQUIRED,900,2026-10-12T12:30:00Z
2026-10-07_T00043_W01,N20261007,2026-10-07,T00043,2026-10-08T02:00:00Z,2026-10-08T02:15:00Z,900,2026-10-08T02:07:30Z,1.876302,1.876302,1.0,1.0,R05,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00045_W01,N20261007,2026-10-07,T00045,2026-10-08T02:00:00Z,2026-10-08T03:15:00Z,4500,2026-10-08T02:07:30Z,1.449753,1.672685,1.0,1.0,R05,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00046_W01,N20261007,2026-10-07,T00046,2026-10-08T02:00:00Z,2026-10-08T04:00:00Z,7200,2026-10-08T02:07:30Z,1.32604,1.593987,1.0,1.0,R05,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-07_T00047_W01,N20261007,2026-10-07,T00047,2026-10-08T02:00:00Z,2026-10-08T02:45:00Z,2700,2026-10-08T02:07:30Z,1.582456,1.706808,1.0,1.0,R05,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00048_W01,N20261007,2026-10-07,T00048,2026-10-08T02:00:00Z,2026-10-08T04:00:00Z,7200,2026-10-08T02:07:30Z,1.332545,1.569977,1.0,1.0,R05,FLEXIBLE,1350,2026-10-12T12:30:00Z
2026-10-07_T00049_W01,N20261007,2026-10-07,T00049,2026-10-08T02:00:00Z,2026-10-08T06:00:00Z,14400,2026-10-08T02:07:30Z,1.027954,1.311133,1.0,1.0,R06,REQUIRED,1200,2026-10-11T12:30:00Z
2026-10-07_T00050_W01,N20261007,2026-10-07,T00050,2026-10-08T02:00:00Z,2026-10-08T06:45:00Z,17100,2026-10-08T03:07:30Z,1.139056,1.317937,1.0,1.0,R06,REQUIRED,1200,2026-10-12T12:30:00Z
2026-10-07_T00051_W01,N20261007,2026-10-07,T00051,2026-10-08T02:00:00Z,2026-10-08T06:15:00Z,15300,2026-10-08T02:07:30Z,1.007498,1.270468,1.0,1.0,R06,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00052_W01,N20261007,2026-10-07,T00052,2026-10-08T02:00:00Z,2026-10-08T04:00:00Z,7200,2026-10-08T02:07:30Z,1.347786,1.577752,1.0,1.0,R06,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-07_T00053_W01,N20261007,2026-10-07,T00053,2026-10-08T02:00:00Z,2026-10-08T06:30:00Z,16200,2026-10-08T02:22:30Z,1.090508,1.311503,1.0,1.0,R06,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00054_W01,N20261007,2026-10-07,T00054,2026-10-08T02:00:00Z,2026-10-08T06:45:00Z,17100,2026-10-08T02:07:30Z,1.11985,1.401218,1.0,1.0,R06,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00055_W01,N20261007,2026-10-07,T00055,2026-10-08T02:00:00Z,2026-10-08T07:00:00Z,18000,2026-10-08T03:07:30Z,1.073822,1.256665,1.0,1.0,R06,FLEXIBLE,900,2026-10-12T12:30:00Z
2026-10-07_T00056_W01,N20261007,2026-10-07,T00056,2026-10-08T02:00:00Z,2026-10-08T05:45:00Z,13500,2026-10-08T02:07:30Z,1.119806,1.339097,1.0,1.0,R06,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-07_T00057_W01,N20261007,2026-10-07,T00057,2026-10-08T02:00:00Z,2026-10-08T08:15:00Z,22500,2026-10-08T03:52:30Z,1.012405,1.198995,1.0,1.0,R07,REQUIRED,1350,2026-10-11T12:30:00Z
2026-10-07_T00058_W01,N20261007,2026-10-07,T00058,2026-10-08T02:00:00Z,2026-10-08T10:30:00Z,30600,2026-10-08T05:37:30Z,1.000639,1.200022,1.0,1.0,R07,REQUIRED,1200,2026-10-12T12:30:00Z
2026-10-07_T00059_W01,N20261007,2026-10-07,T00059,2026-10-08T02:00:00Z,2026-10-08T08:15:00Z,22500,2026-10-08T04:07:30Z,1.076416,1.265668,1.0,1.0,R07,FLEXIBLE,600,2026-10-12T12:30:00Z
2026-10-07_T00060_W01,N20261007,2026-10-07,T00060,2026-10-08T02:00:00Z,2026-10-08T09:45:00Z,27900,2026-10-08T04:52:30Z,1.008198,1.192263,1.0,1.0,R07,FLEXIBLE,1200,2026-10-12T12:30:00Z
2026-10-07_T00061_W01,N20261007,2026-10-07,T00061,2026-10-08T02:00:00Z,2026-10-08T08:30:00Z,23400,2026-10-08T03:22:30Z,1.002392,1.222533,1.0,1.0,R07,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00062_W01,N20261007,2026-10-07,T00062,2026-10-08T02:00:00Z,2026-10-08T08:45:00Z,24300,2026-10-08T03:52:30Z,1.004279,1.209757,1.0,1.0,R07,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00063_W01,N20261007,2026-10-07,T00063,2026-10-08T02:00:00Z,2026-10-08T09:30:00Z,27000,2026-10-08T05:37:30Z,1.093478,1.303323,1.0,1.0,R07,FLEXIBLE,450,2026-10-12T12:30:00Z
2026-10-07_T00064_W01,N20261007,2026-10-07,T00064,2026-10-08T02:00:00Z,2026-10-08T11:15:00Z,33300,2026-10-08T05:52:30Z,1.085521,1.277215,1.0,1.0,R07,FLEXIBLE,1200,2026-10-12T12:30:00Z
